107	0.378345
1684	0.215158
1912	0.193549
698	0.147048
1085	0.143740
3437	0.134079
0	0.107108
567	0.105510
1718	0.081396
136	0.079353
428	0.052587
1577	0.052151
58	0.042746
563	0.040734
414	0.032819
1465	0.031214
860	0.028913
594	0.027976
348	0.025998
686	0.014969
3980	0.012390
483	0.009757
171	0.008844
862	0.005960
2543	0.005781
1534	0.004112
1405	0.003951
1666	0.003832
376	0.003670
1505	0.003521
3830	0.003218
475	0.003044
1420	0.003028
526	0.002955
713	0.002508
484	0.002273
2347	0.002198
34	0.002197
173	0.002023
828	0.001985
1361	0.001827
745	0.001818
719	0.001642
1165	0.001589
805	0.001527
637	0.001510
596	0.001463
747	0.001361
1656	0.001334
1171	0.001325
353	0.001264
389	0.001188
830	0.001187
1941	0.001184
703	0.001141
2007	0.001090
566	0.001046
697	0.000990
2047	0.000986
1419	0.000985
517	0.000959
651	0.000959
4031	0.000957
1642	0.000952
823	0.000944
3756	0.000928
1758	0.000916
363	0.000896
606	0.000868
2266	0.000854
198	0.000843
2289	0.000836
3877	0.000824
2268	0.000814
580	0.000803
3684	0.000793
119	0.000761
366	0.000735
538	0.000727
2542	0.000679
3495	0.000677
3561	0.000663
3633	0.000653
803	0.000634
2189	0.000628
2133	0.000624
2468	0.000606
2117	0.000602
990	0.000597
3851	0.000593
3456	0.000582
3948	0.000576
1726	0.000571
3677	0.000571
373	0.000566
1352	0.000555
1663	0.000550
810	0.000544
56	0.000543
800	0.000535
819	0.000506
1074	0.000503
774	0.000499
2642	0.000493
1536	0.000487
412	0.000483
322	0.000482
1954	0.000478
1173	0.000471
21	0.000469
1687	0.000461
1126	0.000458
67	0.000456
3861	0.000453
1621	0.000431
2199	0.000427
1835	0.000411
419	0.000404
422	0.000404
3674	0.000397
2283	0.000396
2512	0.000396
1376	0.000396
3173	0.000390
2143	0.000382
553	0.000382
3577	0.000380
925	0.000378
1553	0.000377
1450	0.000376
3592	0.000373
122	0.000373
798	0.000371
420	0.000371
1317	0.000368
460	0.000368
3525	0.000367
916	0.000358
641	0.000356
3454	0.000346
1086	0.000346
395	0.000343
315	0.000329
2038	0.000328
2081	0.000320
840	0.000317
1029	0.000316
1522	0.000315
1483	0.000315
708	0.000310
3501	0.000305
857	0.000301
500	0.000300
2328	0.000299
513	0.000298
1098	0.000298
1289	0.000297
497	0.000297
856	0.000297
304	0.000294
3440	0.000294
609	0.000293
2111	0.000289
1702	0.000289
1593	0.000281
1688	0.000276
2333	0.000272
1847	0.000271
1070	0.000271
1193	0.000269
3962	0.000269
1334	0.000268
1136	0.000261
2384	0.000259
2054	0.000259
1509	0.000254
1926	0.000251
285	0.000249
2176	0.000249
391	0.000249
3797	0.000244
3540	0.000244
772	0.000236
601	0.000234
213	0.000234
3750	0.000232
1537	0.000229
525	0.000225
1617	0.000224
3989	0.000224
3721	0.000222
3550	0.000219
1338	0.000218
3872	0.000217
3651	0.000217
370	0.000216
1540	0.000211
3886	0.000210
2292	0.000207
436	0.000204
1574	0.000202
169	0.000201
2132	0.000197
3263	0.000196
908	0.000193
921	0.000191
456	0.000189
3556	0.000185
804	0.000185
2282	0.000180
2247	0.000179
2509	0.000179
3692	0.000179
3101	0.000179
324	0.000179
2128	0.000177
2510	0.000175
465	0.000175
561	0.000171
2336	0.000171
339	0.000164
1590	0.000163
2102	0.000159
1369	0.000156
917	0.000156
2302	0.000156
590	0.000156
2419	0.000155
2032	0.000155
2072	0.000155
1806	0.000154
431	0.000154
2068	0.000153
542	0.000152
559	0.000152
400	0.000151
1178	0.000150
2598	0.000150
374	0.000149
3943	0.000146
2498	0.000145
1555	0.000144
2491	0.000139
2368	0.000139
1360	0.000138
1518	0.000138
2325	0.000137
3487	0.000137
1312	0.000137
2327	0.000137
2087	0.000135
2511	0.000135
1584	0.000132
1523	0.000132
492	0.000131
402	0.000129
2869	0.000129
1549	0.000128
2398	0.000126
1945	0.000124
1217	0.000123
1237	0.000121
2174	0.000121
1028	0.000120
461	0.000120
1545	0.000119
423	0.000119
2031	0.000119
1274	0.000117
531	0.000117
1618	0.000113
520	0.000113
2472	0.000111
1077	0.000109
507	0.000109
360	0.000108
1782	0.000108
387	0.000108
1358	0.000108
1513	0.000107
2629	0.000107
1182	0.000105
2399	0.000105
2451	0.000105
515	0.000105
2617	0.000104
1109	0.000103
1226	0.000100
2223	0.000100
1909	0.000099
1825	0.000098
503	0.000098
504	0.000096
2250	0.000095
524	0.000095
1783	0.000095
2344	0.000094
1911	0.000092
1013	0.000092
1327	0.000091
438	0.000090
2319	0.000090
308	0.000089
3723	0.000089
463	0.000088
1863	0.000087
2071	0.000087
2203	0.000086
7	0.000085
1947	0.000085
506	0.000084
604	0.000083
3385	0.000083
156	0.000083
432	0.000081
3741	0.000081
1197	0.000081
417	0.000081
2461	0.000081
378	0.000081
434	0.000080
80	0.000080
2417	0.000079
2153	0.000079
1425	0.000079
1431	0.000077
1800	0.000076
439	0.000076
2394	0.000075
2026	0.000075
455	0.000075
2138	0.000074
1511	0.000074
2471	0.000074
3111	0.000074
2127	0.000073
1959	0.000073
2294	0.000072
1307	0.000072
146	0.000071
2501	0.000070
3258	0.000070
2187	0.000069
1846	0.000069
645	0.000069
1730	0.000068
1485	0.000068
930	0.000068
2313	0.000067
1985	0.000066
2529	0.000066
2616	0.000065
397	0.000065
544	0.000065
1088	0.000065
